id,Station_Id_C,time,Lat,Lon,Alti,City,Station_Name,Cnty,VAP,RHU,PRS,TEM,PWV,dataset
106,P8769,2025-06-03 00:00:00,25.73,113.84,476.0,郴州市,红星,汝城县,20.55,93,953.9,19.1,28.0963,train
107,P8595,2025-06-03 00:00:00,25.74,112.4,201.0,郴州市,石市,嘉禾县,21.0,85,985.2,20.9,52.4717,train
108,P8396,2025-06-03 00:00:00,25.74,112.85,263.4,郴州市,北湖机场,北湖区,21.83,94,978.0,19.9,37.4044,train
109,57972,2025-06-03 00:00:00,25.74,112.98,368.6,郴州市,郴州,北湖区,20.91,97,966.4,18.7,46.1373,train
111,P8233,2025-06-03 00:00:00,25.75,112.44,222.0,郴州市,芙蓉,嘉禾县,21.93,91,980.6,20.5,46.8023,train
112,57973,2025-06-03 00:00:00,25.75,112.72,329.8,郴州市,桂阳,桂阳县,19.75,84,971.0,20.1,50.9,train
113,P8385,2025-06-03 00:00:00,25.75,113.04,180.7,郴州市,物流园,北湖区,21.34,88,986.4,20.6,47.1287,train
114,P8387,2025-06-03 00:00:00,25.75,113.06,255.0,郴州市,海泉,北湖区,23.23,100,981.4,19.9,54.8745,train
115,P7855,2025-06-03 00:00:00,25.76,112.35,204.1,永州市,新隆,新田县,23.72,99,983.1,20.4,47.4698,train
116,P8323,2025-06-03 00:00:00,25.76,112.65,265.0,郴州市,平岗,桂阳县,20.87,91,977.6,19.7,39.4601,train
117,P8322,2025-06-03 00:00:00,25.77,112.8,217.6,郴州市,全义,桂阳县,21.66,91,984.4,20.3,37.0,train
118,P8604,2025-06-03 00:00:00,25.77,113.31,395.0,郴州市,青草,资兴市,22.06,95,965.2,19.9,57.5801,train
119,P7881,2025-06-03 00:00:00,25.78,111.44,335.0,永州市,上坝水库,道县,19.16,82,967.9,20.0,33.1898,train
121,P8397,2025-06-03 00:00:00,25.78,112.92,284.0,郴州市,茶场,北湖区,23.08,100,975.9,19.8,52.1365,train
122,P8437,2025-06-03 00:00:00,25.78,113.06,192.0,郴州市,王仙岭,苏仙区,21.63,92,985.9,20.1,50.1569,train
123,P8259,2025-06-03 00:00:00,25.79,113.12,173.0,郴州市,观山洞,苏仙区,22.11,97,987.5,19.6,44.7337,train
124,P7850,2025-06-03 00:00:00,25.81,112.12,497.1,永州市,龙家大院,新田县,21.12,95,951.8,19.2,48.4387,train
125,P7837,2025-06-03 00:00:00,25.81,112.28,155.2,永州市,祖亭下,新田县,21.96,90,988.5,20.7,47.062,train
126,P7841,2025-06-03 00:00:00,25.81,112.33,163.0,永州市,程家,新田县,21.56,90,987.1,20.4,41.4949,train
127,P8440,2025-06-03 00:00:00,25.81,113.04,184.0,郴州市,苏仙岭,苏仙区,21.77,92,985.8,20.2,50.1289,train
128,P8411,2025-06-03 00:00:00,25.82,112.75,215.4,郴州市,樟市,桂阳县,21.77,92,983.1,20.2,36.5133,train
129,P8439,2025-06-03 00:00:00,25.82,113.1,202.0,郴州市,香山坪,苏仙区,23.51,100,985.7,20.1,55.1027,train
131,P8435,2025-06-03 00:00:00,25.84,113.17,185.0,郴州市,望仙,苏仙区,22.94,100,988.0,19.7,50.2498,train
132,P7862,2025-06-03 00:00:00,25.86,112.21,200.0,永州市,五柳塘,新田县,22.16,96,984.2,19.8,44.6287,train
133,P7730,2025-06-03 00:00:00,25.87,111.72,610.0,永州市,上梧江,双牌县,19.61,100,939.7,17.2,58.7107,train
134,P8527,2025-06-03 00:00:00,25.89,113.38,353.9,郴州市,白廊,资兴市,19.83,87,969.1,19.6,46.7052,train
135,57971,2025-06-03 00:00:00,25.91,112.21,227.4,永州市,新田,新田县,23.91,98,982.7,20.7,51.1,train
136,P8246,2025-06-03 00:00:00,25.91,113.13,118.0,郴州市,飞天山,苏仙区,22.76,91,993.0,21.1,54.0802,train
137,P8540,2025-06-03 00:00:00,25.92,113.7,786.3,郴州市,青山,桂东县,20.73,86,920.6,20.5,37.6542,train
138,P7725,2025-06-03 00:00:00,25.93,111.73,157.7,永州市,塘底,双牌县,23.08,100,988.9,19.8,51.8289,train
139,P8545,2025-06-03 00:00:00,25.93,113.87,850.0,郴州市,大塘,桂东县,22.51,100,913.0,19.4,42.8302,train
141,P8317,2025-06-03 00:00:00,25.94,112.62,245.0,郴州市,湘山,桂阳县,21.37,92,979.9,19.9,39.428,train
142,P8551,2025-06-03 00:00:00,25.94,113.95,774.6,郴州市,新坊,桂东县,21.8,91,922.1,20.4,36.6642,train
143,57962,2025-06-03 00:00:00,25.96,111.65,206.7,永州市,双牌,双牌县,23.37,100,984.8,20.0,50.9,train
144,P7745,2025-06-03 00:00:00,25.96,111.87,377.0,永州市,黄江源,双牌县,20.86,95,964.3,19.0,40.8014,train
145,P8413,2025-06-03 00:00:00,25.97,112.81,259.5,郴州市,洋市,桂阳县,23.51,100,978.1,20.1,49.3823,train
146,P8392,2025-06-03 00:00:00,25.97,113.05,161.0,郴州市,五里牌,苏仙区,21.91,86,989.6,21.4,56.9948,train
147,57981,2025-06-03 00:00:00,25.97,113.22,142.2,郴州市,资兴,资兴市,23.22,94,992.0,20.9,54.2,train
148,P8493,2025-06-03 00:00:00,25.97,113.45,311.0,郴州市,天鹅山,资兴市,23.23,100,971.5,19.9,54.8745,train
149,P7724,2025-06-03 00:00:00,25.98,111.86,365.0,永州市,麻江,双牌县,21.16,94,966.8,19.4,40.2922,train
151,P8681,2025-06-03 00:00:00,26.0,113.59,352.7,郴州市,团桥,资兴市,21.66,95,968.1,19.6,32.5761,train
152,P3918,2025-06-03 00:00:00,26.01,109.77,512.0,怀化市,陇城,通道侗族自治县,18.68,90,951.3,18.1,39.6916,train
153,P8265,2025-06-03 00:00:00,26.02,112.86,207.0,郴州市,文明,永兴县,21.36,87,985.1,20.8,39.4231,train
154,P8318,2025-06-03 00:00:00,26.03,112.53,341.1,郴州市,欧阳海,桂阳县,19.5,77,967.9,21.3,54.1711,train
155,P8417,2025-06-03 00:00:00,26.04,112.74,467.6,郴州市,青兰,桂阳县,19.04,79,955.9,20.5,36.531,train
156,P8267,2025-06-03 00:00:00,26.04,112.92,110.0,郴州市,儒林,永兴县,22.47,84,993.3,22.2,41.1602,train
157,P8514,2025-06-03 00:00:00,26.04,113.39,1102.0,郴州市,十龙潭,资兴市,16.61,100,886.5,14.6,44.0303,train
158,P8676,2025-06-03 00:00:00,26.05,112.8,289.0,郴州市,油麻,永兴县,23.66,100,976.2,20.2,49.172,train
159,P6618,2025-06-03 00:00:00,26.06,110.15,539.1,邵阳市,五团,城步苗族自治县,21.28,100,946.5,18.5,33.6959,train
161,P8480,2025-06-03 00:00:00,26.06,113.28,140.0,郴州市,源兴,资兴市,23.43,96,991.0,20.7,57.0417,train
162,P3917,2025-06-03 00:00:00,26.08,109.55,455.3,怀化市,独坡,通道侗族自治县,20.2,92,957.6,19.0,36.8992,train
163,P4175,2025-06-03 00:00:00,26.08,109.81,407.3,怀化市,长安堡,通道侗族自治县,21.42,100,961.3,18.6,42.7479,train
164,P8481,2025-06-03 00:00:00,26.08,113.26,123.0,郴州市,东湾,资兴市,24.25,100,993.4,20.6,53.7077,train
165,57889,2025-06-03 00:00:00,26.08,113.94,834.1,郴州市,桂东,桂东县,18.42,75,914.5,20.8,36.1514,train
166,P8316,2025-06-03 00:00:00,26.09,112.47,307.0,郴州市,莲塘,桂阳县,21.27,83,973.7,21.5,43.2412,train
167,P6617,2025-06-03 00:00:00,26.1,110.28,777.7,邵阳市,汀坪,城步苗族自治县,19.36,100,919.3,17.0,35.1583,train
168,P8291,2025-06-03 00:00:00,26.1,112.86,185.6,郴州市,邝家,永兴县,22.48,91,986.7,20.9,40.4886,train
169,P8499,2025-06-03 00:00:00,26.1,113.54,620.0,郴州市,州门司,资兴市,19.73,100,937.6,17.3,49.2259,train
171,P7723,2025-06-03 00:00:00,26.12,111.91,1512.2,永州市,阳明山,双牌县,14.44,94,843.8,13.4,34.1585,train
172,57887,2025-06-03 00:00:00,26.12,113.11,169.4,郴州市,永兴,永兴县,22.59,86,988.8,21.9,53.5,train
173,P5837,2025-06-03 00:00:00,26.12,113.72,886.1,株洲市,龙凤,炎陵县,18.88,100,909.3,16.6,24.453,train
174,P8237,2025-06-03 00:00:00,26.13,112.81,199.0,郴州市,黄口堰水库,永兴县,22.9,91,982.5,21.2,45.2797,train
175,P7690,2025-06-03 00:00:00,26.14,111.71,295.0,永州市,克勤,零陵区,23.08,100,974.4,19.8,57.992,train
176,P8255,2025-06-03 00:00:00,26.14,112.38,972.0,郴州市,天塘山,桂阳县,16.48,89,900.4,16.3,38.7202,train
177,P6956,2025-06-03 00:00:00,26.15,112.51,188.0,衡阳市,庙前,常宁市,22.76,98,986.5,19.9,56.4501,train
178,P8304,2025-06-03 00:00:00,26.15,113.03,105.0,郴州市,洞洪,永兴县,21.8,81,995.4,22.3,43.2621,train
179,P8552,2025-06-03 00:00:00,26.15,114.13,489.0,郴州市,桥头,桂东县,21.74,99,953.1,19.0,35.4352,train
181,P6968,2025-06-03 00:00:00,26.16,112.68,69.6,衡阳市,白沙,常宁市,21.51,86,998.8,21.1,42.2829,train
182,P5820,2025-06-03 00:00:00,26.16,113.86,1183.6,株洲市,鑫山,炎陵县,16.61,100,878.5,14.6,39.7079,train
183,P6622,2025-06-03 00:00:00,26.17,110.12,1621.7,邵阳市,南山牧场,城步苗族自治县,12.69,81,833.8,13.7,27.984,train
184,P8296,2025-06-03 00:00:00,26.17,113.34,179.0,郴州市,花坪,永兴县,22.76,91,988.4,21.1,63.4863,train
185,P5830,2025-06-03 00:00:00,26.17,113.82,641.1,株洲市,平乐,炎陵县,22.15,99,937.3,19.3,32.9959,train
186,P8553,2025-06-03 00:00:00,26.17,114.18,454.2,郴州市,清泉,桂东县,22.24,100,958.6,19.2,33.3218,train
187,P6971,2025-06-03 00:00:00,26.19,112.27,670.0,衡阳市,塔山,常宁市,18.97,88,933.1,18.7,37.5078,train
188,P3914,2025-06-03 00:00:00,26.2,109.52,359.0,怀化市,播阳,通道侗族自治县,20.73,95,968.7,18.9,46.0299,train
189,P6957,2025-06-03 00:00:00,26.21,112.42,266.0,衡阳市,弥泉林场,常宁市,20.51,81,979.4,21.3,35.1552,train
191,P8279,2025-06-03 00:00:00,26.21,113.44,246.0,郴州市,大布江,永兴县,21.6,93,980.2,19.9,49.3693,train
192,P7517,2025-06-03 00:00:00,26.22,111.36,130.5,永州市,横糖,东安县,24.1,100,993.6,20.5,48.3755,train
193,57866,2025-06-03 00:00:00,26.23,111.62,173.4,永州市,永州,零陵区,22.1,94,988.8,20.1,52.0,train
194,P8073,2025-06-03 00:00:00,26.23,111.78,220.4,永州市,公龙岭,零陵区,23.37,94,983.3,21.0,47.9471,train
195,P5859,2025-06-03 00:00:00,26.23,113.77,420.4,株洲市,心田,炎陵县,22.66,100,959.2,19.5,32.8448,train
196,P5874,2025-06-03 00:00:00,26.23,113.96,1203.4,株洲市,鹫峰,炎陵县,15.84,96,876.2,14.5,42.5738,train
197,P6614,2025-06-03 00:00:00,26.24,110.37,544.1,邵阳市,白毛坪,城步苗族自治县,19.73,100,944.7,17.3,34.7059,train
198,P6978,2025-06-03 00:00:00,26.24,112.32,192.0,衡阳市,天堂山,常宁市,22.66,100,986.8,19.5,55.8938,train
199,P6958,2025-06-03 00:00:00,26.24,112.46,166.0,衡阳市,罗桥,常宁市,21.53,84,989.3,21.5,49.8662,train
201,P5834,2025-06-03 00:00:00,26.24,113.89,772.8,株洲市,下村,炎陵县,20.11,100,921.3,17.6,36.6509,train
202,P8261,2025-06-03 00:00:00,26.26,113.12,168.0,郴州市,水湄,永兴县,24.16,99,988.4,20.7,50.7629,train
203,P6967,2025-06-03 00:00:00,26.27,112.37,128.0,衡阳市,板桥,常宁市,22.33,80,994.4,22.9,51.2424,train
204,P6979,2025-06-03 00:00:00,26.27,112.6,140.0,衡阳市,西岭,常宁市,20.16,74,992.2,22.5,40.6513,train
205,P8677,2025-06-03 00:00:00,26.27,113.36,193.0,郴州市,大枧,永兴县,21.49,87,985.1,20.9,39.3199,train
206,P6613,2025-06-03 00:00:00,26.28,110.1,820.8,邵阳市,长安营,城步苗族自治县,19.24,100,915.6,16.9,34.8363,train
207,P4095,2025-06-03 00:00:00,26.29,109.94,433.1,怀化市,石岩,通道侗族自治县,19.88,94,959.2,18.4,38.582,train
208,P6579,2025-06-03 00:00:00,26.29,110.78,338.5,邵阳市,崀山,新宁县,21.96,100,970.1,19.0,40.0554,train
209,P7627,2025-06-03 00:00:00,26.29,112.1,148.3,永州市,金洞林场,祁阳市,22.69,93,990.4,20.7,46.6734,train
211,P8280,2025-06-03 00:00:00,26.29,113.46,217.0,郴州市,七甲,永兴县,21.93,91,982.2,20.5,46.5956,train
212,P6612,2025-06-03 00:00:00,26.3,110.42,606.8,邵阳市,兰蓉,城步苗族自治县,20.11,100,940.1,17.6,36.3158,train
213,P5833,2025-06-03 00:00:00,26.3,113.67,338.4,株洲市,船形,炎陵县,22.15,99,968.2,19.3,40.3248,train
214,P6977,2025-06-03 00:00:00,26.31,112.27,194.0,衡阳市,土桥,常宁市,22.03,87,986.3,21.3,41.1611,train
215,P7215,2025-06-03 00:00:00,26.31,112.74,120.8,衡阳市,磨形,耒阳市,23.57,99,995.1,20.3,57.4019,train
216,P8274,2025-06-03 00:00:00,26.31,113.22,184.2,郴州市,太和,永兴县,22.45,92,986.9,20.7,41.7902,train
217,P4023,2025-06-03 00:00:00,26.32,109.46,397.0,怀化市,靖州县新厂,靖州苗族侗族自治县,19.22,92,964.8,18.2,38.1542,train
218,P4093,2025-06-03 00:00:00,26.33,109.34,482.0,怀化市,平茶,靖州苗族侗族自治县,19.8,96,955.2,18.0,46.2591,train
219,P8236,2025-06-03 00:00:00,26.33,113.3,181.0,郴州市,石壁垄水库,永兴县,22.21,91,988.7,20.7,51.29,train
221,P6610,2025-06-03 00:00:00,26.35,110.24,424.5,邵阳市,丹口,城步苗族自治县,20.05,96,959.4,18.2,38.7754,train
222,P6953,2025-06-03 00:00:00,26.35,112.34,118.0,衡阳市,胜桥,常宁市,22.34,84,995.4,22.1,47.2805,train
223,P5871,2025-06-03 00:00:00,26.35,113.98,1503.3,株洲市,梨树洲,炎陵县,19.61,100,843.8,17.2,40.8376,train
224,P7513,2025-06-03 00:00:00,26.36,111.1,245.0,永州市,大庙口,东安县,22.28,93,979.0,20.4,53.8633,train
225,P6955,2025-06-03 00:00:00,26.36,112.63,86.0,衡阳市,荫田,常宁市,23.04,95,999.1,20.6,41.7619,train
226,P5827,2025-06-03 00:00:00,26.36,113.67,312.0,株洲市,澎溪,炎陵县,22.53,97,972.4,19.9,39.5258,train
227,P4167,2025-06-03 00:00:00,26.37,109.66,349.9,怀化市,县溪镇江口,通道侗族自治县,20.86,98,966.1,18.5,37.9153,train
228,57857,2025-06-03 00:00:00,26.37,110.31,479.1,邵阳市,城步,城步苗族自治县,20.04,93,954.8,18.7,48.8,train
